invoice_date,UnitPrice,Quantity,genre,media_type,minutes
2009-04-14,0.99,1,Blues,MPEG audio file,3.8
2009-04-14,0.99,1,Blues,MPEG audio file,4.5
2009-04-22,0.99,1,Alternative & Punk,MPEG audio file,2.1
2009-05-05,0.99,1,Alternative & Punk,MPEG audio file,5.4
2009-05-05,0.99,1,Alternative & Punk,MPEG audio file,3.8
2009-05-05,0.99,1,Alternative & Punk,MPEG audio file,3.4
2009-05-05,0.99,1,Alternative & Punk,MPEG audio file,4.2
2009-05-06,0.99,1,Alternative & Punk,MPEG audio file,3.8
2009-05-06,0.99,1,Alternative & Punk,MPEG audio file,4.4
2009-05-06,0.99,1,Alternative & Punk,MPEG audio file,3.7
2009-05-06,0.99,1,Alternative & Punk,MPEG audio file,4.5
2009-05-07,0.99,1,Alternative & Punk,MPEG audio file,4.9
2009-05-07,0.99,1,Alternative & Punk,MPEG audio file,3
2009-05-07,0.99,1,Rock,MPEG audio file,3.4
2009-05-07,0.99,1,Rock,MPEG audio file,3.1
2009-05-07,0.99,1,Rock,MPEG audio file,2.6
2009-05-07,0.99,1,Alternative & Punk,MPEG audio file,3.3
2009-05-10,0.99,1,Alternative & Punk,MPEG audio file,3.8
2009-05-10,0.99,1,Latin,MPEG audio file,3.9
2009-05-10,0.99,1,Latin,MPEG audio file,5.9
2009-05-10,0.99,1,Latin,MPEG audio file,2.9
2009-05-10,0.99,1,Rock,MPEG audio file,3.3
2009-05-10,0.99,1,Rock,MPEG audio file,5
2009-05-10,0.99,1,Rock,MPEG audio file,3.8
2009-05-10,0.99,1,Alternative & Punk,MPEG audio file,4.4
2009-05-10,0.99,1,Alternative & Punk,MPEG audio file,4.9
2009-05-15,0.99,1,Rock,MPEG audio file,2.4
2009-05-15,0.99,1,Easy Listening,MPEG audio file,3.2
2009-05-15,0.99,1,Easy Listening,MPEG audio file,2.4
2009-05-15,0.99,1,Easy Listening,MPEG audio file,4.8
2009-05-15,0.99,1,Latin,MPEG audio file,4
2009-05-15,0.99,1,Latin,MPEG audio file,4.8
2009-05-15,0.99,1,Soundtrack,MPEG audio file,3.1
2009-05-15,0.99,1,Latin,MPEG audio file,4.7
2009-05-15,0.99,1,Latin,MPEG audio file,5.2
2009-05-15,0.99,1,Latin,MPEG audio file,4.4
2009-05-15,0.99,1,Latin,MPEG audio file,4.3
2009-05-15,0.99,1,Metal,MPEG audio file,4.3
2009-05-15,0.99,1,Alternative & Punk,MPEG audio file,3.8
2009-05-15,0.99,1,Alternative & Punk,MPEG audio file,9.3
2009-05-23,0.99,1,Rock,Protected AAC audio file,3
2009-06-05,0.99,1,Rock,Protected AAC audio file,4.9
2009-06-05,0.99,1,Rock,Protected AAC audio file,3
2009-06-05,0.99,1,Rock,Protected AAC audio file,2.3
2009-06-05,0.99,1,Rock,Protected AAC audio file,5.4
2009-06-06,0.99,1,Rock,Protected AAC audio file,3.3
2009-06-06,0.99,1,Rock,Protected AAC audio file,5.3
2009-06-06,0.99,1,Rock,Protected AAC audio file,5.3
2009-06-06,0.99,1,Rock,Protected AAC audio file,4.2
2009-06-07,0.99,1,Metal,MPEG audio file,3.2
2009-06-07,0.99,1,Metal,MPEG audio file,7
2009-06-07,0.99,1,Metal,MPEG audio file,9.3
2009-06-07,0.99,1,Jazz,MPEG audio file,6
2009-06-07,0.99,1,Jazz,MPEG audio file,4
2009-06-07,0.99,1,Jazz,MPEG audio file,6.3
2009-06-10,0.99,1,Rock,Protected AAC audio file,6.8
2009-06-10,0.99,1,Rock,Protected AAC audio file,9.4
2009-06-10,0.99,1,Metal,MPEG audio file,4.2
2009-06-10,0.99,1,Metal,MPEG audio file,3.9
2009-06-10,0.99,1,Metal,MPEG audio file,4.7
2009-06-10,0.99,1,Metal,MPEG audio file,7.4
2009-06-10,0.99,1,Rock,MPEG audio file,7.2
2009-06-10,0.99,1,Rock,MPEG audio file,8.4
2009-06-10,0.99,1,Heavy Metal,MPEG audio file,5.2
2009-06-15,0.99,1,Rock,MPEG audio file,5.5
2009-06-15,0.99,1,Blues,MPEG audio file,3.9
2009-06-15,0.99,1,Heavy Metal,MPEG audio file,1.7
2009-06-15,0.99,1,Heavy Metal,MPEG audio file,4.8
2009-06-15,0.99,1,Metal,MPEG audio file,4.5
2009-06-15,0.99,1,Heavy Metal,MPEG audio file,7.3
2009-06-15,0.99,1,Rock,MPEG audio file,6.8
2009-06-15,0.99,1,Rock,MPEG audio file,3.8
2009-06-15,0.99,1,Metal,MPEG audio file,4.5
2009-06-15,0.99,1,Metal,MPEG audio file,4.9
2009-06-15,0.99,1,Metal,MPEG audio file,5.3
2009-06-15,0.99,1,Metal,MPEG audio file,7.2
2009-06-15,0.99,1,Rock,MPEG audio file,5
2009-06-15,0.99,1,Metal,MPEG audio file,5
2009-06-23,0.99,1,Metal,MPEG audio file,7.1
2009-07-06,0.99,1,Metal,MPEG audio file,3.3
2009-07-06,0.99,1,Metal,MPEG audio file,3.8
2009-07-06,0.99,1,Metal,MPEG audio file,6
2009-07-06,0.99,1,Rock,MPEG audio file,5
2009-07-07,0.99,1,Rock,MPEG audio file,7.3
2009-07-07,0.99,1,Rock,MPEG audio file,6.3
2009-07-07,0.99,1,Rock,MPEG audio file,5.9
2009-07-07,0.99,1,Rock,MPEG audio file,5.6
2009-07-08,0.99,1,Rock,MPEG audio file,4.8
2009-07-08,0.99,1,Rock,MPEG audio file,8
2009-07-08,0.99,1,R&B/Soul,MPEG audio file,3.5
2009-07-08,0.99,1,R&B/Soul,MPEG audio file,2.8
2009-07-08,0.99,1,R&B/Soul,MPEG audio file,3.6
2009-07-08,0.99,1,R&B/Soul,MPEG audio file,4.1
2009-07-11,0.99,1,Rock,MPEG audio file,3.8
2009-07-11,0.99,1,Rock,MPEG audio file,4.1
2009-07-11,0.99,1,R&B/Soul,MPEG audio file,5.6
2009-07-11,0.99,1,R&B/Soul,MPEG audio file,5.2
2009-07-11,0.99,1,Electronica/Dance,MPEG audio file,5.9
2009-07-11,0.99,1,Electronica/Dance,MPEG audio file,6.4
2009-07-11,0.99,1,Alternative & Punk,MPEG audio file,4.1
2009-07-11,0.99,1,Alternative & Punk,MPEG audio file,2.3
2009-07-11,0.99,1,Rock,MPEG audio file,2.5
2009-07-16,0.99,1,Rock,MPEG audio file,3.6
2009-07-16,0.99,1,Rock,Protected AAC audio file,3.2
2009-07-16,0.99,1,Latin,MPEG audio file,5.7
2009-07-16,0.99,1,Latin,MPEG audio file,3.7
2009-07-16,0.99,1,Latin,MPEG audio file,3.8
2009-07-16,0.99,1,World,MPEG audio file,4
2009-07-16,0.99,1,World,MPEG audio file,3.6
2009-07-16,0.99,1,Metal,MPEG audio file,5.5
2009-07-16,0.99,1,Rock,MPEG audio file,3.3
2009-07-16,0.99,1,Rock,MPEG audio file,4.7
2009-07-16,0.99,1,Rock,MPEG audio file,18.6
2009-07-16,0.99,1,Rock,MPEG audio file,4.5
2009-07-16,0.99,1,Rock,MPEG audio file,3.7
2009-07-16,0.99,1,Rock,MPEG audio file,5.9
2009-07-24,0.99,1,Rock,MPEG audio file,4.5
2009-08-06,0.99,1,Rock,MPEG audio file,2.2
2009-08-06,0.99,1,Rock,MPEG audio file,2.5
2009-08-06,0.99,1,Rock,MPEG audio file,8.4
2009-08-06,0.99,1,Rock,MPEG audio file,4.7
2009-08-07,0.99,1,Rock,MPEG audio file,4.7
2009-08-07,0.99,1,Rock,MPEG audio file,2.6
2009-08-07,0.99,1,Rock,MPEG audio file,4.3
2009-08-07,0.99,1,Rock,MPEG audio file,2.4
2009-08-08,0.99,1,Rock,MPEG audio file,4.1
2009-08-08,0.99,1,Rock,MPEG audio file,4.3
2009-08-08,0.99,1,Rock,MPEG audio file,5.2
2009-08-08,0.99,1,Rock,MPEG audio file,3.8
2009-08-08,0.99,1,Rock,MPEG audio file,6.4
2009-08-08,0.99,1,Rock,MPEG audio file,4.7
2009-08-11,0.99,1,Rock,MPEG audio file,26.8
2009-08-11,0.99,1,Latin,MPEG audio file,4.6
2009-08-11,0.99,1,Latin,MPEG audio file,4.9
2009-08-11,0.99,1,Latin,MPEG audio file,2.8
2009-08-11,0.99,1,Latin,MPEG audio file,5
2009-08-11,0.99,1,Latin,MPEG audio file,3.3
2009-08-11,0.99,1,Rock,MPEG audio file,3.5
2009-08-11,0.99,1,Rock,MPEG audio file,3.8
2009-08-11,0.99,1,Rock,MPEG audio file,4.9
2009-08-16,0.99,1,Latin,MPEG audio file,4.3
2009-08-16,0.99,1,Latin,MPEG audio file,4.1
2009-08-16,0.99,1,Latin,MPEG audio file,4.3
2009-08-16,0.99,1,Rock,MPEG audio file,2.2
2009-08-16,0.99,1,Latin,MPEG audio file,3
2009-08-16,0.99,1,Latin,MPEG audio file,3.3
2009-08-16,0.99,1,R&B/Soul,MPEG audio file,2.5
2009-08-16,0.99,1,R&B/Soul,MPEG audio file,3.2
2009-08-16,0.99,1,Rock,MPEG audio file,6.8
2009-08-16,0.99,1,Metal,MPEG audio file,6.4
2009-08-16,0.99,1,Metal,MPEG audio file,6.6
2009-08-16,0.99,1,Metal,MPEG audio file,2.2
2009-08-16,0.99,1,Metal,MPEG audio file,3.1
2009-08-16,0.99,1,Metal,MPEG audio file,5.4
2009-08-24,0.99,1,Metal,MPEG audio file,8.5
2009-09-06,0.99,1,Metal,MPEG audio file,6.6
2009-09-06,0.99,1,Metal,MPEG audio file,6.4
2009-09-06,0.99,1,Metal,MPEG audio file,5.7
2009-09-06,0.99,1,Metal,MPEG audio file,5.5
2009-09-07,0.99,1,Metal,MPEG audio file,4.6
2009-09-07,0.99,1,Metal,MPEG audio file,6.5
2009-09-07,0.99,1,Metal,MPEG audio file,5.2
2009-09-07,0.99,1,Metal,MPEG audio file,4
2009-09-08,0.99,1,Metal,MPEG audio file,5.2
2009-09-08,0.99,1,Metal,MPEG audio file,5.1
2009-09-08,0.99,1,Metal,MPEG audio file,6.6
2009-09-08,0.99,1,Metal,MPEG audio file,8.4
2009-09-08,0.99,1,Metal,MPEG audio file,7.1
2009-09-08,0.99,1,Metal,MPEG audio file,8.7
2009-09-11,0.99,1,Metal,MPEG audio file,5.7
2009-09-11,0.99,1,Jazz,MPEG audio file,3.5
2009-09-11,0.99,1,Jazz,MPEG audio file,2.2
2009-09-11,0.99,1,Latin,MPEG audio file,3.9
2009-09-11,0.99,1,Latin,MPEG audio file,3.3
2009-09-11,0.99,1,Latin,MPEG audio file,1.2
2009-09-11,0.99,1,Latin,MPEG audio file,4.5
2009-09-11,0.99,1,Latin,MPEG audio file,6.8
2009-09-11,0.99,1,Metal,MPEG audio file,3.3
2009-09-16,0.99,1,Metal,MPEG audio file,2.8
2009-09-16,0.99,1,World,MPEG audio file,4
2009-09-16,0.99,1,Metal,MPEG audio file,4.6
2009-09-16,0.99,1,Metal,MPEG audio file,4.7
2009-09-16,0.99,1,Rock,MPEG audio file,2.1
2009-09-16,0.99,1,Rock,MPEG audio file,3.4
2009-09-16,0.99,1,Rock,MPEG audio file,2.3
2009-09-16,0.99,1,Rock,MPEG audio file,2.6
2009-09-16,0.99,1,Rock,MPEG audio file,5.4
2009-09-16,0.99,1,Latin,MPEG audio file,2.6
2009-09-16,0.99,1,Latin,MPEG audio file,3.7
2009-09-16,0.99,1,Latin,MPEG audio file,2.4
2009-09-16,0.99,1,Latin,MPEG audio file,3.3
2009-09-16,0.99,1,Latin,MPEG audio file,3.3
2009-09-24,0.99,1,Latin,MPEG audio file,2.6
2009-10-07,0.99,1,Latin,MPEG audio file,3.8
2009-10-07,0.99,1,Latin,MPEG audio file,4.5
2009-10-07,0.99,1,Latin,MPEG audio file,4.1
2009-10-07,0.99,1,Latin,MPEG audio file,2.4
2009-10-08,0.99,1,Rock,Protected AAC audio file,5.2
2009-10-08,0.99,1,Rock,Protected AAC audio file,4.8
2009-10-08,0.99,1,Rock,Protected AAC audio file,7.4
2009-10-08,0.99,1,Metal,MPEG audio file,5.3
2009-10-09,0.99,1,Metal,MPEG audio file,5.8
2009-10-09,0.99,1,Metal,MPEG audio file,5.9
2009-10-09,0.99,1,Metal,MPEG audio file,4.3
2009-10-09,0.99,1,Rock,MPEG audio file,6.7
2009-10-09,0.99,1,Rock,MPEG audio file,5.3
2009-10-09,0.99,1,Rock,MPEG audio file,4.1
2009-10-12,0.99,1,Soundtrack,MPEG audio file,3.5
2009-10-12,0.99,1,Soundtrack,MPEG audio file,3.6
2009-10-12,0.99,1,Rock,MPEG audio file,4.3
2009-10-12,0.99,1,Rock,MPEG audio file,3.9
2009-10-12,0.99,1,Rock,MPEG audio file,2
2009-10-12,0.99,1,Rock,MPEG audio file,4.6
2009-10-12,0.99,1,Alternative & Punk,MPEG audio file,3.4
2009-10-12,0.99,1,Alternative & Punk,MPEG audio file,2.9
2009-10-12,0.99,1,Rock,MPEG audio file,3.6
2009-10-17,0.99,1,Rock,MPEG audio file,2.6
2009-10-17,0.99,1,Rock,MPEG audio file,3.3
2009-10-17,0.99,1,Rock,MPEG audio file,2.8
2009-10-17,0.99,1,Rock,MPEG audio file,3.1
2009-10-17,0.99,1,Reggae,MPEG audio file,4.3
2009-10-17,0.99,1,Rock,MPEG audio file,4.7
2009-10-17,0.99,1,Hip Hop/Rap,MPEG audio file,0.4
2009-10-17,0.99,1,Hip Hop/Rap,MPEG audio file,2
2009-10-17,0.99,1,Rock,MPEG audio file,2.8
2009-10-17,0.99,1,Rock,MPEG audio file,2.8
2009-10-17,0.99,1,Rock,MPEG audio file,3.8
2009-10-17,0.99,1,Alternative & Punk,MPEG audio file,2.6
2009-10-17,0.99,1,Alternative & Punk,MPEG audio file,3.1
2009-10-17,0.99,1,Rock,MPEG audio file,5.5
2009-10-25,0.99,1,Alternative & Punk,MPEG audio file,3.8
2009-11-07,0.99,1,Alternative & Punk,MPEG audio file,4
2009-11-07,0.99,1,Alternative & Punk,MPEG audio file,3.4
2009-11-07,0.99,1,Alternative & Punk,MPEG audio file,3.2
2009-11-07,0.99,1,Alternative & Punk,MPEG audio file,3.8
2009-11-08,0.99,1,Alternative & Punk,MPEG audio file,3.6
2009-11-08,0.99,1,Alternative & Punk,MPEG audio file,2.8
2009-11-08,0.99,1,Alternative & Punk,MPEG audio file,4.3
2009-11-08,0.99,1,Alternative & Punk,MPEG audio file,3.8
2009-11-09,0.99,1,Alternative & Punk,MPEG audio file,2
2009-11-09,0.99,1,Alternative & Punk,MPEG audio file,4.8
2009-11-09,0.99,1,Rock,MPEG audio file,3.3
2009-11-09,0.99,1,Rock,MPEG audio file,3.8
2009-11-09,0.99,1,Rock,MPEG audio file,2.7
2009-11-09,0.99,1,Rock,MPEG audio file,4
2009-11-12,0.99,1,Alternative & Punk,MPEG audio file,3.6
2009-11-12,0.99,1,Alternative & Punk,MPEG audio file,4.4
2009-11-12,0.99,1,Alternative & Punk,MPEG audio file,1.1
2009-11-12,0.99,1,Rock,MPEG audio file,3.8
2009-11-12,0.99,1,Rock,MPEG audio file,5.2
2009-11-12,0.99,1,Rock,MPEG audio file,4.5
2009-11-12,0.99,1,Rock,MPEG audio file,2.7
2009-11-12,0.99,1,Rock,MPEG audio file,1.8
2009-11-12,0.99,1,Rock,MPEG audio file,11.1
2009-11-17,0.99,1,Rock,MPEG audio file,5
2009-11-17,0.99,1,Rock,MPEG audio file,7.9
2009-11-17,0.99,1,Rock,MPEG audio file,3.8
2009-11-17,0.99,1,Rock,MPEG audio file,4.9
2009-11-17,0.99,1,Rock,MPEG audio file,4
2009-11-17,0.99,1,Rock,MPEG audio file,5.2
2009-11-17,0.99,1,Alternative & Punk,MPEG audio file,7.8
2009-11-17,0.99,1,Alternative & Punk,MPEG audio file,3.8
2009-11-17,0.99,1,Alternative & Punk,MPEG audio file,4.9
2009-11-17,0.99,1,Alternative & Punk,MPEG audio file,4.3
2009-11-17,0.99,1,Rock,MPEG audio file,6
2009-11-17,0.99,1,Rock,MPEG audio file,4.2
2009-11-17,0.99,1,Jazz,MPEG audio file,4.8
2009-11-17,0.99,1,Blues,MPEG audio file,4.2
2009-11-25,0.99,1,Rock,MPEG audio file,5.2
2009-12-08,0.99,1,Rock,MPEG audio file,1.6
2009-12-08,0.99,1,Rock,MPEG audio file,3.2
2009-12-08,0.99,1,Metal,MPEG audio file,1
2009-12-08,0.99,1,Metal,MPEG audio file,3.8
2009-12-09,0.99,1,Metal,MPEG audio file,4.1
2009-12-09,0.99,1,Metal,MPEG audio file,3.5
2009-12-09,0.99,1,Metal,MPEG audio file,3.4
2009-12-09,0.99,1,Metal,MPEG audio file,5.3
2009-12-10,0.99,1,Rock,MPEG audio file,8.7
2009-12-10,0.99,1,Blues,MPEG audio file,4.7
2009-12-10,0.99,1,Blues,MPEG audio file,6.4
2009-12-10,0.99,1,Blues,MPEG audio file,6.7
2009-12-10,0.99,1,Blues,MPEG audio file,8.4
2009-12-10,0.99,1,Blues,MPEG audio file,3.8
2009-12-13,0.99,1,Alternative & Punk,MPEG audio file,3.7
2009-12-13,0.99,1,Alternative & Punk,MPEG audio file,3.1
2009-12-13,0.99,1,Alternative & Punk,MPEG audio file,3.6
2009-12-13,0.99,1,Rock,MPEG audio file,3.9
2009-12-13,0.99,1,Rock,MPEG audio file,4.3
2009-12-13,0.99,1,Rock,MPEG audio file,3.8
2009-12-13,0.99,1,Rock,MPEG audio file,4
2009-12-13,0.99,1,Rock,MPEG audio file,6.1
2009-12-13,0.99,1,Rock,MPEG audio file,2.5
2009-12-18,0.99,1,Rock,MPEG audio file,3
2009-12-18,0.99,1,Rock,MPEG audio file,5
2009-12-18,0.99,1,Rock,MPEG audio file,2.9
2009-12-18,0.99,1,Rock,MPEG audio file,6.3
2009-12-18,0.99,1,Rock,MPEG audio file,5.6
2009-12-18,0.99,1,Rock,MPEG audio file,5.4
2009-12-18,0.99,1,Alternative & Punk,MPEG audio file,4.6
2009-12-18,0.99,1,Alternative & Punk,MPEG audio file,4
2009-12-18,0.99,1,Alternative & Punk,MPEG audio file,2.9
2009-12-18,0.99,1,Rock,MPEG audio file,2.6
2009-12-18,0.99,1,Rock,MPEG audio file,3
2009-12-18,0.99,1,Rock,MPEG audio file,5.6
2009-12-18,0.99,1,Latin,MPEG audio file,2.6
2009-12-18,0.99,1,Latin,MPEG audio file,4
2009-12-26,0.99,1,Alternative & Punk,MPEG audio file,3.8
2010-01-08,0.99,1,Alternative & Punk,MPEG audio file,3.7
2010-01-08,0.99,1,Alternative & Punk,MPEG audio file,3.6
2010-01-08,0.99,1,Alternative & Punk,MPEG audio file,3.3
2010-01-08,0.99,1,Alternative & Punk,MPEG audio file,4
2010-01-09,0.99,1,Alternative & Punk,MPEG audio file,2.6
2010-01-09,0.99,1,Alternative & Punk,MPEG audio file,3.1
2010-01-09,0.99,1,Alternative & Punk,MPEG audio file,3
2010-01-09,0.99,1,Alternative & Punk,MPEG audio file,3.1
2010-01-10,0.99,1,Alternative & Punk,MPEG audio file,3.5
2010-01-10,0.99,1,Alternative & Punk,MPEG audio file,3.2
2010-01-10,0.99,1,Alternative & Punk,MPEG audio file,3.4
